customer_id	tenure	monthly_charges	total_charges	contract	payment_method	internet_service	tech_support	online_security	support_calls	churn
17105	61	83.52	5094.72	Two year	Debit	Fiber	No	Yes	3	Yes
17106	17	44.35	753.95	One year	Cash	DSL	No	No	1	No
17107	48	53.85	2584.8	Month-to-month	Credit	Fiber	Yes	No	3	No
17108	8	103.53	828.24	Month-to-month	Cash	None	No	No	1	Yes
17109	56	97.29	5448.24	Month-to-month	Credit	Fiber	No	Yes	0	No
17110	17	69.22	1176.74	Two year	Debit	DSL	Yes	No	1	No
17111	69	81.3	5609.7	Month-to-month	Cash	Fiber	Yes	No	1	No
17112	12	28.58	342.96	Month-to-month	Debit	Fiber	No	Yes	1	No
17113	38	96.16	3654.08	Month-to-month	Credit	None	No	No	3	Yes
17114	18	71.62	1289.16	Month-to-month	Debit	Fiber	No	Yes	1	No
17115	26	77.09	2004.34	One year	Cash	Fiber	No	No	3	No
17116	37	86.55	3202.35	Month-to-month	Credit	Fiber	No	No	0	Yes
17117	70	70.02	4901.4	Month-to-month	Credit	Fiber	No	No	2	No
17118	41	72.17	2958.97	Two year	Debit	Fiber	No	No	0	No
17119	42	69.96	2938.32	One year	Debit	DSL	No	Yes	0	No
17120	41	69.68	2856.88	Month-to-month	Credit	Fiber	No	No	1	No
17121	47	95.02	4465.94	Month-to-month	Debit	Fiber	No	No	2	No
17122	14	62.72	878.08	Month-to-month	UPI	Fiber	No	Yes	1	No
17123	1	20.29	20.29	Two year	Credit	Fiber	No	No	0	No
17124	17	81.21	1380.57	Month-to-month	Credit	DSL	No	No	1	Yes
17125	55	115.27	6339.85	Month-to-month	UPI	None	No	No	2	Yes
17126	53	45.7	2422.1	One year	Cash	DSL	Yes	No	1	No
17127	31	101.62	3150.22	Month-to-month	Cash	None	No	Yes	3	Yes
17128	62	65.55	4064.1	Month-to-month	Cash	DSL	No	Yes	0	Yes
17129	8	84.3	674.4	Two year	Cash	Fiber	No	No	1	No
17130	30	109.09	3272.7	Month-to-month	UPI	DSL	Yes	Yes	2	No
17131	66	97.1	6408.6	Month-to-month	UPI	Fiber	No	No	2	No
17132	45	108.46	4880.7	Month-to-month	Debit	Fiber	No	No	0	Yes
17133	18	20.95	377.1	One year	UPI	DSL	Yes	No	1	No
17134	45	38.73	1742.85	Month-to-month	UPI	DSL	No	No	0	No
17135	19	62.35	1184.65	Month-to-month	Cash	Fiber	No	Yes	0	No
17136	68	104.78	7125.04	One year	Cash	Fiber	Yes	No	1	No
17137	50	103.84	5192	Month-to-month	Debit	DSL	No	No	1	Yes
17138	25	38.51	962.75	One year	UPI	Fiber	No	Yes	1	No
17139	38	34.22	1300.36	One year	Credit	None	No	Yes	0	No
17140	36	103.47	3724.92	Month-to-month	Cash	Fiber	No	No	1	No
17141	68	74.14	5041.52	Month-to-month	Cash	DSL	Yes	No	3	Yes
17142	56	82.68	4630.08	One year	UPI	DSL	Yes	No	1	Yes
17143	39	100.92	3935.88	One year	UPI	Fiber	No	Yes	0	No
17144	63	41.17	2593.71	One year	Debit	Fiber	Yes	No	2	No
17145	7	33.65	235.55	One year	Debit	DSL	No	No	0	Yes
17146	58	105.9	6142.2	Month-to-month	UPI	Fiber	Yes	No	0	No
17147	59	31.18	1839.62	Month-to-month	UPI	Fiber	No	No	2	No
17148	48	28.82	1383.36	Month-to-month	Credit	Fiber	No	No	1	No
17149	5	47.71	238.55	Month-to-month	Debit	DSL	Yes	Yes	1	No
17150	36	51.68	1860.48	One year	Credit	Fiber	No	No	2	No
17151	25	44.11	1102.75	Month-to-month	Credit	DSL	Yes	Yes	3	Yes
17152	45	94.16	4237.2	Month-to-month	UPI	Fiber	No	Yes	0	Yes
17153	19	117.34	2229.46	One year	UPI	DSL	Yes	No	3	Yes
17154	7	39.96	279.72	One year	UPI	Fiber	No	No	0	No
17155	58	98.19	5695.02	Two year	Credit	Fiber	Yes	Yes	2	No
17156	66	24.42	1611.72	Month-to-month	Credit	DSL	No	No	1	No
17157	39	31.89	1243.71	Month-to-month	Debit	Fiber	Yes	Yes	1	No
17158	18	71.51	1287.18	Month-to-month	Debit	DSL	No	No	2	No
17159	1	119.96	119.96	Month-to-month	Cash	Fiber	No	Yes	1	No
17160	63	114.94	7241.22	Month-to-month	Debit	Fiber	Yes	No	1	No
17161	3	31.19	93.57	Month-to-month	Cash	DSL	Yes	Yes	2	No
17162	21	43.97	923.37	Month-to-month	Debit	DSL	No	Yes	4	Yes
17163	30	114.58	3437.4	Month-to-month	Cash	Fiber	No	Yes	1	Yes
17164	11	35.07	385.77	One year	Debit	None	No	No	1	No
17165	22	94.28	2074.16	Month-to-month	Debit	DSL	No	No	0	Yes
17166	57	20.11	1146.27	Month-to-month	Credit	Fiber	No	No	1	Yes
17167	3	83.17	249.51	Month-to-month	UPI	Fiber	Yes	Yes	2	Yes
17168	30	69.46	2083.8	Month-to-month	Debit	None	No	No	1	Yes
17169	45	67.1	3019.5	Two year	Credit	Fiber	No	No	0	Yes
17170	36	102.92	3705.12	One year	Credit	None	No	No	4	Yes
17171	72	28.07	2021.04	Two year	UPI	Fiber	No	Yes	0	No
17172	64	57.73	3694.72	One year	Debit	Fiber	No	No	1	No
17173	54	64.6	3488.4	One year	Cash	Fiber	No	Yes	2	No
17174	68	32.39	2202.52	Two year	Cash	Fiber	Yes	No	0	No
17175	50	28.57	1428.5	Month-to-month	UPI	Fiber	No	Yes	2	Yes
17176	31	37.96	1176.76	Month-to-month	UPI	Fiber	Yes	Yes	1	No
17177	29	44.1	1278.9	Two year	UPI	Fiber	No	No	1	No
17178	59	116.61	6879.99	Month-to-month	Debit	Fiber	No	No	1	Yes
17179	36	67.56	2432.16	One year	Debit	DSL	No	No	0	No
17180	67	71.03	4759.01	One year	Debit	None	No	Yes	2	No
17181	11	90.7	997.7	Two year	Credit	Fiber	No	Yes	4	Yes
17182	11	88.43	972.73	Two year	Cash	DSL	No	Yes	4	Yes
17183	26	70.28	1827.28	One year	Credit	Fiber	No	No	2	Yes
17184	53	53.98	2860.94	One year	Credit	Fiber	No	Yes	2	No
17185	14	53.11	743.54	Month-to-month	Debit	DSL	Yes	Yes	1	No
17186	64	25.77	1649.28	Month-to-month	UPI	DSL	Yes	Yes	3	No
17187	10	109.96	1099.6	Two year	UPI	DSL	No	Yes	3	Yes
17188	31	96.94	3005.14	Two year	Credit	Fiber	Yes	No	1	No
17189	36	82.33	2963.88	Month-to-month	UPI	DSL	Yes	No	1	No
17190	10	59.61	596.1	Month-to-month	Credit	Fiber	Yes	No	3	No
17191	26	78.25	2034.5	Month-to-month	UPI	Fiber	No	No	0	Yes
17192	20	68.51	1370.2	Month-to-month	Debit	None	Yes	No	2	No
17193	44	47.39	2085.16	One year	Credit	Fiber	No	Yes	2	No
17194	62	49.86	3091.32	Month-to-month	Cash	DSL	No	Yes	5	Yes
17195	9	107.45	967.05	Two year	Credit	Fiber	Yes	Yes	2	Yes
17196	71	83.49	5927.79	One year	UPI	DSL	No	No	3	Yes
17197	24	20.14	483.36	Two year	Debit	Fiber	Yes	No	0	No
17198	12	52.69	632.28	One year	Debit	Fiber	No	Yes	1	No
17199	60	53.99	3239.4	Month-to-month	Cash	Fiber	No	Yes	2	No
17200	16	90.63	1450.08	Two year	Debit	Fiber	No	No	0	No
17201	29	90.05	2611.45	Month-to-month	Debit	DSL	No	No	5	Yes
17202	32	66.42	2125.44	Two year	Credit	Fiber	Yes	No	4	No
17203	35	115.1	4028.5	Month-to-month	Debit	DSL	No	No	1	No
17204	43	107.22	4610.46	One year	UPI	DSL	No	Yes	2	No
17205	53	106.62	5650.86	Month-to-month	Cash	Fiber	Yes	Yes	1	No
17206	20	54.83	1096.6	Month-to-month	Cash	DSL	Yes	Yes	1	No
17207	8	63.1	504.8	Month-to-month	Credit	None	No	No	2	No
17208	42	61.9	2599.8	Month-to-month	UPI	Fiber	Yes	No	1	No
17209	70	64.03	4482.1	Two year	Debit	Fiber	No	No	3	Yes
17210	16	108.92	1742.72	One year	Credit	Fiber	Yes	No	1	No
17211	69	44.91	3098.79	Two year	UPI	Fiber	No	Yes	3	Yes
17212	53	100.22	5311.66	Two year	Debit	DSL	No	Yes	1	No
17213	45	71.4	3213	One year	Credit	Fiber	Yes	No	2	No
17214	51	44.91	2290.41	Month-to-month	Cash	Fiber	No	Yes	0	No
17215	6	72.73	436.38	One year	Debit	Fiber	No	No	3	No
17216	33	39.54	1304.82	Month-to-month	Cash	DSL	No	Yes	4	No
17217	15	30.82	462.3	Month-to-month	Debit	DSL	No	Yes	3	No
17218	14	103.82	1453.48	Month-to-month	Debit	DSL	No	No	1	No
17219	39	89.93	3507.27	One year	Cash	Fiber	No	No	2	No
17220	63	40.5	2551.5	Month-to-month	Debit	DSL	Yes	No	0	No
17221	5	114.23	571.15	Month-to-month	UPI	Fiber	No	No	1	Yes
17222	52	22.44	1166.88	Month-to-month	Debit	DSL	No	No	1	No
17223	16	53.33	853.28	Month-to-month	Credit	DSL	No	Yes	0	No
17224	38	22.17	842.46	Two year	UPI	Fiber	No	Yes	1	No
17225	53	34.23	1814.19	One year	Debit	Fiber	No	No	1	No
17226	53	38.01	2014.53	Month-to-month	Credit	DSL	No	No	0	No
17227	46	101.03	4647.38	Two year	Credit	DSL	No	No	1	Yes
17228	15	119.3	1789.5	Month-to-month	UPI	None	No	No	0	Yes
17229	59	106.73	6297.07	Month-to-month	UPI	Fiber	Yes	No	3	Yes
17230	50	83.51	4175.5	Month-to-month	UPI	Fiber	Yes	Yes	2	No
17231	9	92.29	830.61	Month-to-month	Cash	DSL	Yes	No	0	No
17232	26	72.28	1879.28	Month-to-month	Cash	None	No	No	2	No
17233	3	62.25	186.75	Month-to-month	UPI	Fiber	Yes	No	2	No
17234	47	89.22	4193.34	Month-to-month	Debit	Fiber	No	No	1	Yes
17235	5	117.31	586.55	One year	Cash	Fiber	Yes	Yes	1	Yes
17236	62	22.89	1419.18	Month-to-month	UPI	Fiber	No	Yes	1	No
17237	5	51.41	257.05	Month-to-month	UPI	DSL	Yes	Yes	4	Yes
17238	10	53.01	530.1	One year	Credit	Fiber	No	No	1	No
17239	63	61.43	3870.09	One year	Cash	DSL	No	No	0	No
17240	25	82.69	2067.25	Month-to-month	UPI	Fiber	No	No	0	No
17241	44	71.38	3140.72	Two year	Credit	None	No	No	1	No
17242	25	21.87	546.75	One year	Debit	DSL	Yes	Yes	2	No
17243	30	61.16	1834.8	Month-to-month	Credit	Fiber	Yes	No	1	No
17244	14	81.94	1147.16	One year	Cash	DSL	No	No	1	No
17245	43	70.48	3030.64	Month-to-month	Cash	Fiber	No	Yes	2	No
17246	28	107.21	3001.88	One year	Debit	Fiber	Yes	No	2	No
17247	19	59.86	1137.34	Two year	Credit	Fiber	No	No	2	No
17248	42	21.26	892.92	One year	Credit	DSL	No	No	0	No
17249	20	48.49	969.8	Month-to-month	UPI	Fiber	Yes	Yes	1	No
17250	11	33.57	369.27	Two year	Credit	Fiber	Yes	No	0	Yes
17251	54	45.02	2431.08	One year	Cash	DSL	Yes	No	2	Yes
17252	24	56.21	1349.04	Month-to-month	Cash	DSL	No	Yes	0	No
17253	70	87.67	6136.9	One year	Debit	Fiber	No	No	1	No
17254	17	52.42	891.14	Two year	Cash	DSL	No	Yes	1	No
17255	28	108.41	3035.48	Month-to-month	Credit	DSL	No	Yes	2	Yes
17256	50	49.96	2498	Month-to-month	Cash	Fiber	Yes	No	0	No
17257	55	33.69	1852.95	One year	UPI	None	No	No	4	No
17258	10	36.89	368.9	Month-to-month	UPI	Fiber	No	Yes	0	No
17259	21	113.46	2382.66	One year	Cash	DSL	No	Yes	1	No
17260	58	65.48	3797.84	Month-to-month	Debit	DSL	No	No	1	No
17261	34	60.31	2050.54	Month-to-month	UPI	None	Yes	No	0	No
17262	43	26.89	1156.27	Two year	Cash	DSL	Yes	No	1	No
17263	11	93.33	1026.63	One year	Cash	DSL	Yes	No	1	No
17264	33	89.47	2952.51	Month-to-month	Credit	Fiber	Yes	No	1	No
17265	58	57.57	3339.06	One year	Debit	DSL	No	Yes	0	No
17266	46	89.18	4102.28	Month-to-month	UPI	Fiber	No	No	2	No
17267	61	56.75	3461.75	Two year	Credit	Fiber	Yes	Yes	1	No
17268	62	27.32	1693.84	Month-to-month	UPI	Fiber	No	No	2	No
17269	1	93.81	93.81	Month-to-month	Cash	None	No	Yes	2	Yes
17270	21	116.52	2446.92	Month-to-month	UPI	Fiber	No	No	1	Yes
17271	62	84.83	5259.46	Month-to-month	Debit	Fiber	No	Yes	2	Yes
17272	64	47.65	3049.6	Month-to-month	Debit	Fiber	No	No	2	No
17273	56	46.99	2631.44	Two year	Debit	Fiber	No	No	0	No
17274	1	112.9	112.9	One year	Credit	Fiber	No	Yes	1	No
17275	21	50.33	1056.93	Two year	UPI	Fiber	Yes	Yes	1	No
17276	22	96.82	2130.04	One year	Debit	Fiber	No	Yes	2	No
17277	54	84.29	4551.66	Month-to-month	Credit	DSL	No	Yes	3	No
17278	4	79.26	317.04	Month-to-month	Credit	Fiber	Yes	No	1	No
17279	65	38.11	2477.15	Month-to-month	Credit	DSL	Yes	No	0	No
17280	51	23.44	1195.44	Two year	UPI	Fiber	Yes	Yes	2	No
17281	63	68.87	4338.81	Two year	Debit	DSL	No	Yes	1	No
17282	15	118.82	1782.3	One year	UPI	Fiber	Yes	No	2	No
17283	36	39.58	1424.88	Month-to-month	Credit	DSL	No	No	0	No
17284	29	73.69	2137.01	Month-to-month	UPI	DSL	No	No	1	No
17285	52	87.1	4529.2	Month-to-month	Debit	DSL	No	No	0	Yes
17286	46	68.37	3145.02	One year	Cash	Fiber	No	No	1	No
17287	69	70.69	4877.61	Month-to-month	Credit	Fiber	No	No	1	No
17288	29	86.12	2497.48	Month-to-month	UPI	DSL	Yes	Yes	3	Yes
17289	47	101.49	4770.03	One year	Debit	None	No	Yes	0	No
17290	25	53.33	1333.25	Month-to-month	Debit	DSL	No	No	1	Yes
17291	16	109.93	1758.88	One year	Debit	None	No	No	1	No
17292	41	68.49	2808.09	Month-to-month	Debit	Fiber	No	Yes	2	No
17293	65	86.19	5602.35	Month-to-month	Credit	Fiber	No	No	2	Yes
17294	69	30.65	2114.85	Month-to-month	Credit	Fiber	No	Yes	2	No
17295	20	69.25	1385	One year	Cash	DSL	No	Yes	1	No
17296	69	21.61	1491.09	Month-to-month	UPI	Fiber	No	No	1	Yes
17297	36	59.1	2127.6	Month-to-month	Debit	DSL	No	No	4	Yes
17298	58	25.45	1476.1	Month-to-month	Debit	DSL	No	No	2	No
17299	48	109.7	5265.6	Two year	Credit	DSL	Yes	No	4	No
17300	2	87.28	174.56	One year	Cash	DSL	No	No	2	Yes
17301	29	99.19	2876.51	One year	UPI	Fiber	Yes	No	0	No
17302	16	66.77	1068.32	Month-to-month	UPI	Fiber	No	Yes	1	No
17303	35	105.19	3681.65	Month-to-month	Credit	Fiber	Yes	No	2	No
17304	62	107.3	6652.6	One year	Credit	None	No	No	0	Yes
17305	4	55.68	222.72	One year	Credit	DSL	No	Yes	1	No
17306	68	57.69	3922.92	Month-to-month	Cash	Fiber	No	No	2	No
17307	51	70.82	3611.82	Two year	Credit	Fiber	No	Yes	0	Yes
17308	33	24.22	799.26	One year	Cash	Fiber	Yes	No	0	No
17309	24	119.58	2869.92	Month-to-month	Credit	DSL	Yes	No	3	Yes
17310	25	55.92	1398	Month-to-month	Credit	None	No	No	1	No
17311	28	67.08	1878.24	One year	Cash	DSL	Yes	Yes	3	No
17312	7	95.48	668.36	One year	UPI	DSL	Yes	No	1	No
17313	36	49.75	1791	Month-to-month	Credit	None	Yes	Yes	2	No
17314	10	40.16	401.6	Month-to-month	Credit	DSL	No	Yes	1	No
17315	36	32.75	1179	Two year	Cash	DSL	Yes	No	2	No
17316	18	72.8	1310.4	One year	UPI	None	No	No	1	No
17317	6	20.55	123.3	Two year	UPI	DSL	Yes	No	2	Yes
17318	7	90.95	636.65	One year	Cash	DSL	No	Yes	0	No
17319	12	66.14	793.68	Month-to-month	Debit	DSL	No	No	1	No
17320	41	73.18	3000.38	One year	Debit	DSL	No	Yes	0	No
17321	63	46.32	2918.16	One year	UPI	Fiber	Yes	Yes	1	No
17322	25	37.83	945.75	One year	Credit	Fiber	No	No	1	No
17323	53	90	4770	One year	UPI	Fiber	No	No	3	No
17324	33	41.03	1353.99	Two year	Credit	DSL	No	No	0	No
17325	6	98.01	588.06	Month-to-month	Credit	None	No	Yes	2	Yes
17326	62	40.37	2502.94	One year	Credit	Fiber	No	No	2	No
17327	66	81.27	5363.82	Month-to-month	UPI	Fiber	No	Yes	1	Yes
17328	9	84.39	759.51	Two year	Credit	Fiber	Yes	No	3	No
17329	67	70.56	4727.52	One year	UPI	Fiber	Yes	No	3	Yes
17330	16	119.68	1914.88	Two year	Credit	DSL	No	No	2	No
17331	55	57.58	3166.9	Month-to-month	Credit	Fiber	No	Yes	3	Yes
17332	40	108.33	4333.2	Month-to-month	UPI	None	No	No	2	Yes
17333	26	36.92	959.92	One year	UPI	DSL	No	No	3	Yes
17334	38	53.72	2041.36	One year	Cash	Fiber	No	Yes	1	No
17335	35	34.54	1208.9	One year	Credit	Fiber	No	No	1	No
17336	68	80.36	5464.48	One year	Cash	Fiber	No	No	2	No
17337	59	83.83	4945.97	Month-to-month	Credit	Fiber	Yes	No	2	No
17338	14	65.35	914.9	Two year	Cash	DSL	No	Yes	2	No
17339	47	92.02	4324.94	Month-to-month	Cash	DSL	Yes	Yes	1	No
17340	71	106.77	7580.67	Month-to-month	Debit	Fiber	No	Yes	1	Yes
17341	72	97.66	7031.52	Month-to-month	UPI	Fiber	Yes	No	4	No
17342	42	44.17	1855.14	Two year	Debit	None	Yes	Yes	0	No
17343	51	52.04	2654.04	One year	Cash	Fiber	Yes	Yes	2	No
17344	19	58.03	1102.57	One year	Debit	Fiber	No	Yes	2	Yes
17345	66	40.38	2665.08	Month-to-month	Debit	Fiber	Yes	No	1	No
17346	47	56.12	2637.64	Month-to-month	UPI	DSL	Yes	No	3	No
17347	65	43.8	2847	Month-to-month	Cash	Fiber	No	Yes	1	No
17348	42	119.57	5021.94	Month-to-month	Credit	None	No	Yes	0	Yes
17349	38	98.33	3736.54	Month-to-month	Credit	None	No	Yes	1	Yes
17350	13	106	1378	Month-to-month	Cash	DSL	No	No	1	No
17351	44	112.21	4937.24	One year	UPI	DSL	No	Yes	2	No
17352	24	86.5	2076	One year	Debit	DSL	Yes	Yes	2	No
17353	30	37.6	1128	Month-to-month	UPI	None	No	No	0	No
17354	70	95.85	6709.5	Month-to-month	Credit	Fiber	No	No	1	Yes
17355	38	21.56	819.28	Month-to-month	UPI	Fiber	No	Yes	0	No
17356	23	31.32	720.36	One year	Debit	Fiber	No	Yes	0	No
17357	57	22.96	1308.72	One year	UPI	Fiber	No	Yes	5	No
17358	23	33.54	771.42	One year	Credit	DSL	Yes	Yes	1	Yes
17359	36	95.2	3427.2	Month-to-month	Credit	DSL	No	No	0	No
17360	57	108.55	6187.35	Month-to-month	Cash	None	Yes	No	0	No
17361	1	47.88	47.88	Month-to-month	Cash	Fiber	Yes	Yes	1	No
17362	72	31.91	2297.52	Month-to-month	Cash	DSL	Yes	Yes	4	No
17363	3	47.3	141.9	Month-to-month	Credit	Fiber	Yes	Yes	2	No
17364	14	84.71	1185.94	Month-to-month	Debit	DSL	No	No	0	Yes
17365	34	55.02	1870.68	Month-to-month	Credit	DSL	No	Yes	1	No
17366	70	116.11	8127.7	One year	Credit	Fiber	Yes	Yes	0	No
17367	69	33.1	2283.9	Month-to-month	UPI	DSL	No	Yes	3	Yes
17368	51	119.03	6070.53	One year	Cash	Fiber	Yes	No	3	No
17369	29	21.25	616.25	Month-to-month	UPI	Fiber	Yes	Yes	1	No
17370	48	65.17	3128.16	One year	Debit	Fiber	Yes	No	3	Yes
17371	16	45.18	722.88	Month-to-month	Debit	DSL	No	No	1	No
17372	57	76.63	4367.91	Month-to-month	UPI	Fiber	No	No	2	No
17373	10	29.66	296.6	Month-to-month	Credit	DSL	No	Yes	2	Yes
17374	19	107.58	2044.02	Two year	UPI	Fiber	No	Yes	2	No
17375	67	33.65	2254.55	Month-to-month	UPI	Fiber	No	Yes	3	Yes
17376	36	78.74	2834.64	One year	Credit	None	Yes	Yes	1	No
17377	4	23.33	93.32	Two year	Cash	None	No	Yes	3	No
17378	33	51.1	1686.3	One year	Cash	DSL	No	Yes	1	No
17379	28	34.97	979.16	Month-to-month	Cash	Fiber	No	No	1	No
17380	9	117.78	1060.02	Month-to-month	UPI	Fiber	No	No	0	Yes
17381	6	21.2	127.2	One year	UPI	None	No	No	3	No
17382	49	55.24	2706.76	One year	Credit	Fiber	No	No	0	No
17383	22	50.28	1106.16	Month-to-month	Cash	DSL	No	No	2	No
17384	48	85.74	4115.52	One year	Credit	DSL	No	No	0	No
17385	21	25.64	538.44	Month-to-month	Debit	DSL	Yes	Yes	1	No
17386	33	101.06	3334.98	One year	Debit	Fiber	Yes	No	2	Yes
17387	56	66.65	3732.4	One year	UPI	DSL	No	No	1	No
17388	29	65.28	1893.12	Month-to-month	Debit	DSL	Yes	No	2	No
17389	53	42.68	2262.04	One year	Credit	Fiber	No	Yes	2	No
17390	40	69	2760	Two year	Credit	DSL	No	Yes	1	No
17391	18	56.39	1015.02	Month-to-month	Debit	Fiber	No	Yes	3	Yes
17392	47	44.51	2091.97	Month-to-month	Credit	Fiber	Yes	No	1	Yes
17393	13	36.87	479.31	Month-to-month	Credit	Fiber	Yes	No	2	No
17394	27	92.83	2506.41	Month-to-month	UPI	Fiber	No	No	1	Yes
17395	62	34.2	2120.4	Month-to-month	Credit	Fiber	No	Yes	1	Yes
17396	45	36.8	1656	Month-to-month	UPI	DSL	Yes	Yes	2	No
17397	3	77.71	233.13	Month-to-month	Credit	DSL	Yes	Yes	0	Yes
17398	22	42.61	937.42	Month-to-month	UPI	Fiber	Yes	No	2	No
17399	27	65.94	1780.38	Month-to-month	Debit	Fiber	No	No	1	No
17400	55	75.29	4140.95	Month-to-month	UPI	Fiber	No	No	3	No
17401	67	47.44	3178.48	Month-to-month	Credit	DSL	Yes	No	2	Yes
17402	33	54.36	1793.88	Month-to-month	Cash	DSL	No	No	2	No
17403	2	41.02	82.04	One year	Cash	DSL	No	Yes	2	No
17404	46	66.04	3037.84	One year	UPI	Fiber	No	No	0	No
17405	33	119.24	3934.92	One year	UPI	Fiber	Yes	Yes	1	No
17406	58	56.27	3263.66	Month-to-month	UPI	None	Yes	No	1	No
17407	7	85.33	597.31	One year	Debit	DSL	No	Yes	0	No
17408	15	83.59	1253.85	Month-to-month	Credit	DSL	No	Yes	1	Yes
17409	26	98.65	2564.9	Month-to-month	UPI	Fiber	No	Yes	4	Yes
17410	11	91.19	1003.09	Month-to-month	Cash	DSL	No	No	1	Yes
17411	38	21.18	804.84	Month-to-month	Debit	DSL	No	Yes	1	Yes
17412	27	50.92	1374.84	One year	Cash	Fiber	No	Yes	1	No
17413	7	107.02	749.14	Month-to-month	UPI	Fiber	No	No	2	Yes
17414	1	73.96	73.96	One year	UPI	Fiber	No	No	0	Yes
17415	21	30.42	638.82	Two year	Credit	Fiber	No	Yes	0	No
17416	30	47.61	1428.3	One year	Debit	DSL	Yes	Yes	1	No
17417	8	48.34	386.72	Month-to-month	UPI	None	Yes	Yes	2	No
17418	3	107.32	321.96	Month-to-month	Credit	DSL	Yes	Yes	0	Yes
17419	55	75.34	4143.7	Month-to-month	UPI	DSL	Yes	No	0	No
17420	15	80.83	1212.45	Month-to-month	Cash	DSL	No	Yes	1	Yes
17421	36	56.71	2041.56	One year	Credit	None	No	No	1	No
17422	6	26.03	156.18	Month-to-month	Debit	Fiber	Yes	Yes	1	No
17423	42	27.52	1155.84	Month-to-month	Cash	Fiber	Yes	No	0	No
17424	50	62.04	3102	Month-to-month	Cash	DSL	No	No	2	No
17425	18	37.75	679.5	Month-to-month	Debit	Fiber	No	No	3	Yes
17426	50	30.43	1521.5	One year	Debit	None	No	No	1	Yes
17427	30	46.22	1386.6	Month-to-month	Cash	None	No	No	0	No
17428	39	94.2	3673.8	Month-to-month	UPI	None	No	Yes	1	Yes
17429	12	27.3	327.6	Month-to-month	Debit	DSL	No	No	2	No
17430	59	64.82	3824.38	Month-to-month	Debit	DSL	No	No	2	No
17431	44	102.61	4514.84	Month-to-month	Credit	DSL	Yes	Yes	3	Yes
17432	4	46.79	187.16	Two year	Debit	Fiber	Yes	No	0	Yes
17433	36	50.19	1806.84	Month-to-month	Credit	Fiber	Yes	No	3	No
17434	48	108.42	5204.16	Month-to-month	Debit	Fiber	No	Yes	0	No
17435	14	85	1190	One year	UPI	DSL	No	No	2	Yes
17436	49	99.77	4888.73	Month-to-month	UPI	DSL	Yes	Yes	3	Yes
17437	67	48.92	3277.64	One year	Debit	Fiber	Yes	No	0	No
17438	9	119.68	1077.12	One year	Credit	Fiber	Yes	Yes	2	No
17439	21	34.09	715.89	Month-to-month	UPI	None	Yes	No	1	No
17440	72	116.19	8365.68	Month-to-month	UPI	Fiber	No	No	0	Yes
17441	16	110.21	1763.36	Month-to-month	Cash	DSL	Yes	No	3	Yes
17442	16	75.19	1203.04	Month-to-month	Cash	Fiber	No	Yes	1	No
17443	28	78.53	2198.84	Month-to-month	UPI	None	Yes	No	2	No
17444	51	97.5	4972.5	Month-to-month	Cash	DSL	No	Yes	1	Yes
17445	56	50.68	2838.08	Month-to-month	Credit	Fiber	No	Yes	2	No
17446	57	72.75	4146.75	Month-to-month	Debit	Fiber	No	Yes	0	No
17447	52	110.24	5732.48	Month-to-month	UPI	None	No	No	1	No
17448	46	26.82	1233.72	Month-to-month	UPI	DSL	No	No	0	No
17449	38	110.55	4200.9	Month-to-month	Cash	Fiber	No	Yes	3	Yes
17450	48	92.88	4458.24	One year	UPI	Fiber	No	Yes	3	Yes
17451	41	96.98	3976.18	Two year	UPI	Fiber	Yes	No	0	No
17452	59	26.47	1561.73	Month-to-month	UPI	Fiber	No	No	2	No
17453	67	38.78	2598.26	Month-to-month	UPI	Fiber	No	No	3	Yes
17454	66	112.53	7426.98	Month-to-month	Debit	DSL	No	Yes	3	Yes
17455	27	32.41	875.07	Two year	Cash	Fiber	No	No	0	No
17456	32	83.12	2659.84	Two year	Cash	Fiber	No	Yes	1	No
17457	56	98.27	5503.12	One year	UPI	Fiber	No	No	2	Yes
17458	10	43.13	431.3	One year	UPI	DSL	No	No	0	No
17459	40	89.88	3595.2	One year	UPI	DSL	No	No	1	Yes
17460	17	26.56	451.52	Month-to-month	Debit	Fiber	Yes	No	1	No
17461	58	69.88	4053.04	Month-to-month	Credit	Fiber	No	Yes	3	Yes
17462	6	53.44	320.64	One year	Credit	Fiber	No	Yes	0	Yes
17463	39	84.57	3298.23	Month-to-month	UPI	Fiber	No	No	0	Yes
17464	18	108.9	1960.2	Two year	Debit	Fiber	No	No	4	Yes
17465	72	32.55	2343.6	Month-to-month	Debit	None	Yes	Yes	0	No
17466	42	65.03	2731.26	Month-to-month	Cash	Fiber	No	No	3	Yes
17467	4	62.32	249.28	Month-to-month	Credit	DSL	No	No	3	No
17468	20	52.38	1047.6	Month-to-month	Credit	Fiber	No	No	1	No
17469	28	68.02	1904.56	Month-to-month	Debit	None	No	No	2	No
17470	40	108.07	4322.8	Month-to-month	UPI	None	No	Yes	2	Yes
17471	65	117.37	7629.05	One year	Cash	DSL	No	Yes	2	No
17472	44	20.28	892.32	Month-to-month	Debit	Fiber	Yes	Yes	0	No
17473	23	93.9	2159.7	Month-to-month	Cash	Fiber	No	No	1	Yes
17474	57	81.51	4646.07	Month-to-month	Credit	DSL	Yes	No	1	No
17475	47	119.45	5614.15	Two year	Debit	DSL	Yes	No	1	No
17476	13	28.99	376.87	Two year	Cash	None	Yes	No	2	No
