tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
14,40.19,562.66,Month-to-month,UPI,DSL,Yes,Yes,2,0
33,106.97,3530.01,Month-to-month,Cash,Fiber,No,No,2,0
52,86.81,4514.12,Month-to-month,Cash,DSL,Yes,No,1,1
1,75.23,75.23,Month-to-month,UPI,,No,No,4,1
34,102.05,3469.7,Month-to-month,Debit,Fiber,No,No,2,1
19,83.29,1582.51,Month-to-month,UPI,DSL,No,Yes,1,0
24,86.96,2087.04,Two year,Debit,Fiber,Yes,No,1,1
4,45.37,181.48,Month-to-month,Cash,DSL,No,Yes,3,0
36,101.71,3661.56,Month-to-month,UPI,DSL,Yes,No,1,1
58,85.03,4931.74,Month-to-month,Debit,DSL,Yes,Yes,1,0
32,104.44,3342.08,Month-to-month,UPI,DSL,No,No,0,1
9,55.15,496.35,One year,Cash,Fiber,No,Yes,2,0
67,53.17,3562.39,Month-to-month,Cash,Fiber,Yes,Yes,0,0
20,22.39,447.8,One year,Cash,DSL,No,Yes,4,0
62,96.86,6005.32,Two year,Credit,Fiber,No,No,1,0
58,53.03,3075.74,One year,Cash,DSL,No,No,3,0
22,52.72,1159.84,Month-to-month,UPI,Fiber,Yes,No,2,0
67,88.87,5954.29,Month-to-month,Debit,DSL,Yes,No,2,0
48,45.29,2173.92,One year,UPI,DSL,No,No,0,0
8,110.9,887.2,One year,UPI,Fiber,No,No,1,0
15,73.81,1107.15,Month-to-month,Credit,Fiber,No,No,5,1
32,116.95,3742.4,One year,UPI,DSL,No,No,0,0
53,27.67,1466.51,Month-to-month,Credit,Fiber,No,No,3,1
67,53.68,3596.56,Two year,UPI,DSL,No,No,1,0
4,58.15,232.6,Two year,Credit,DSL,No,Yes,3,0
30,93.04,2791.2,One year,Cash,Fiber,No,Yes,1,0
13,41.3,536.9,Month-to-month,Credit,Fiber,No,Yes,3,1
21,57.53,1208.13,Month-to-month,Credit,Fiber,Yes,No,3,1
41,111.06,4553.46,Month-to-month,UPI,Fiber,Yes,No,2,0
19,31.46,597.74,Month-to-month,Cash,Fiber,No,Yes,4,1
48,94.53,4537.44,One year,Credit,Fiber,No,No,1,0
63,90.25,5685.75,Two year,UPI,DSL,Yes,Yes,1,1
20,33.05,661.0,One year,Debit,,Yes,Yes,1,1
64,88.85,5686.4,Month-to-month,UPI,,Yes,Yes,0,0
37,76.98,2848.26,Month-to-month,UPI,,No,Yes,1,0
31,48.75,1511.25,Month-to-month,Debit,DSL,No,Yes,1,0
18,51.11,919.98,One year,Credit,,No,No,1,0
20,103.3,2066.0,Two year,UPI,Fiber,No,Yes,4,1
11,43.1,474.1,Month-to-month,UPI,DSL,Yes,No,3,1
44,71.28,3136.32,Month-to-month,UPI,DSL,No,Yes,2,0
64,88.11,5639.04,One year,Cash,,No,No,1,0
34,32.99,1121.66,Month-to-month,Credit,Fiber,No,No,0,0
65,113.24,7360.6,Two year,Cash,DSL,No,No,2,1
55,46.06,2533.3,One year,Credit,Fiber,No,No,1,1
1,51.88,51.88,Month-to-month,Debit,DSL,Yes,Yes,1,0
38,86.61,3291.18,One year,UPI,DSL,No,No,0,0
9,27.82,250.38,One year,Cash,DSL,Yes,No,2,0
71,82.76,5875.96,Month-to-month,Debit,DSL,Yes,Yes,3,1
17,111.6,1897.2,Month-to-month,Credit,Fiber,Yes,Yes,3,1
52,44.91,2335.32,One year,Credit,Fiber,Yes,No,2,0
18,56.19,1011.42,Two year,Debit,DSL,Yes,Yes,0,0
63,43.23,2723.49,Month-to-month,Credit,,Yes,Yes,5,0
33,101.88,3362.04,Two year,UPI,Fiber,No,Yes,2,0
4,36.76,147.04,Month-to-month,Credit,DSL,No,No,0,1
52,54.66,2842.32,One year,Credit,DSL,No,Yes,2,0
9,80.1,720.9,One year,Debit,,No,Yes,0,0
64,60.46,3869.44,Month-to-month,Credit,DSL,No,No,0,0
30,26.55,796.5,Month-to-month,Credit,DSL,No,No,1,0
8,114.77,918.16,One year,Debit,,No,No,0,1
5,53.79,268.95,Month-to-month,UPI,Fiber,Yes,No,3,1
63,64.57,4067.91,Two year,Debit,DSL,No,No,0,0
1,36.75,36.75,Month-to-month,UPI,Fiber,No,No,2,1
15,106.54,1598.1,Month-to-month,UPI,DSL,No,No,1,1
38,49.14,1867.32,Month-to-month,Cash,,No,No,2,0
42,21.98,923.16,Month-to-month,Debit,DSL,No,Yes,1,1
46,51.64,2375.44,Two year,Debit,Fiber,Yes,No,4,0
53,118.41,6275.73,Month-to-month,Debit,Fiber,No,Yes,5,1
26,34.68,901.68,Month-to-month,Credit,Fiber,Yes,Yes,1,1
61,23.12,1410.32,One year,UPI,DSL,No,No,0,0
67,77.82,5213.94,Month-to-month,UPI,,No,No,1,0
54,57.17,3087.18,Two year,UPI,DSL,Yes,Yes,1,1
22,99.5,2189.0,Month-to-month,Debit,DSL,Yes,Yes,1,0
26,93.19,2422.94,Month-to-month,UPI,Fiber,No,Yes,2,1
60,38.54,2312.4,One year,UPI,DSL,No,No,1,0
39,76.46,2981.94,One year,UPI,DSL,No,No,0,0
36,23.24,836.64,One year,UPI,Fiber,No,No,1,0
21,63.95,1342.95,Two year,Cash,,No,Yes,1,0
41,91.41,3747.81,Two year,Cash,Fiber,Yes,No,0,0
48,61.5,2952.0,Month-to-month,Debit,Fiber,No,No,2,0
26,31.8,826.8,Month-to-month,Cash,Fiber,No,No,0,1
63,26.15,1647.45,Month-to-month,Credit,,No,No,0,1
36,105.37,3793.32,Two year,Cash,DSL,No,No,3,1
24,109.13,2619.12,Two year,Credit,Fiber,No,No,1,0
21,54.31,1140.51,Month-to-month,Debit,,No,No,0,0
18,36.42,655.56,Month-to-month,Credit,Fiber,No,Yes,3,1
15,117.86,1767.9,Two year,UPI,Fiber,No,No,1,0
6,74.59,447.54,One year,Credit,Fiber,Yes,No,3,0
43,67.67,2909.81,Month-to-month,Cash,Fiber,No,No,1,0
31,94.16,2918.96,One year,Credit,,No,Yes,1,0
28,36.89,1032.92,Month-to-month,UPI,DSL,Yes,No,1,0
8,78.0,624.0,Month-to-month,UPI,Fiber,Yes,Yes,3,0
29,109.02,3161.58,Month-to-month,UPI,Fiber,No,Yes,2,0
21,22.31,468.51,Month-to-month,Cash,Fiber,Yes,No,0,0
58,87.29,5062.82,Month-to-month,Debit,DSL,No,Yes,0,1
60,75.14,4508.4,Two year,Credit,Fiber,No,No,2,0
50,115.08,5754.0,Month-to-month,Debit,Fiber,No,Yes,0,1
31,45.87,1421.97,One year,Debit,DSL,No,Yes,1,0
47,105.89,4976.83,Month-to-month,UPI,Fiber,No,Yes,2,1
34,50.9,1730.6,Month-to-month,Credit,DSL,Yes,Yes,0,1
2,62.99,125.98,One year,Debit,DSL,Yes,No,1,0
67,41.33,2769.11,One year,Cash,Fiber,No,Yes,3,1
72,106.36,7657.92,Month-to-month,Cash,Fiber,No,Yes,1,1
52,39.54,2056.08,Month-to-month,Cash,Fiber,No,Yes,0,0
7,105.9,741.3,Month-to-month,Cash,Fiber,No,No,3,1
19,65.56,1245.64,Two year,Cash,Fiber,No,Yes,3,0
15,103.51,1552.65,One year,UPI,Fiber,Yes,No,1,1
48,46.45,2229.6,Month-to-month,Debit,DSL,No,No,1,0
14,33.27,465.78,One year,Credit,DSL,Yes,Yes,0,0
3,75.5,226.5,Two year,UPI,Fiber,No,Yes,0,0
50,70.94,3547.0,Month-to-month,Debit,Fiber,No,No,2,0
54,55.66,3005.64,Month-to-month,Cash,,No,Yes,6,1
6,86.28,517.68,Month-to-month,Credit,DSL,No,No,1,1
49,29.51,1445.99,Month-to-month,Cash,,Yes,No,3,0
23,82.2,1890.6,Month-to-month,Cash,Fiber,Yes,Yes,3,1
20,41.18,823.6,Month-to-month,Credit,Fiber,Yes,No,2,1
60,32.9,1974.0,Two year,Debit,Fiber,No,Yes,1,0
45,110.96,4993.2,Month-to-month,Credit,Fiber,No,No,2,0
61,65.98,4024.78,One year,UPI,DSL,No,Yes,2,0
56,96.34,5395.04,One year,Cash,DSL,No,Yes,0,0
2,28.91,57.82,One year,UPI,Fiber,No,No,1,0
45,25.75,1158.75,Month-to-month,UPI,,No,Yes,1,0
40,69.49,2779.6,Month-to-month,UPI,Fiber,No,No,1,0
24,51.56,1237.44,Month-to-month,Cash,,Yes,No,3,1
29,20.49,594.21,One year,Cash,DSL,No,No,2,0
67,38.33,2568.11,Month-to-month,Debit,DSL,Yes,No,2,0
68,41.88,2847.84,Month-to-month,Debit,DSL,Yes,No,3,0
66,48.85,3224.1,One year,Credit,DSL,Yes,No,1,0
54,107.75,5818.5,Month-to-month,Credit,Fiber,Yes,No,0,0
53,62.06,3289.18,Month-to-month,Cash,DSL,No,No,1,0
49,87.94,4309.06,One year,Credit,Fiber,No,Yes,2,0
32,21.84,698.88,Two year,UPI,Fiber,No,Yes,3,1
61,101.39,6184.79,Month-to-month,Debit,Fiber,No,No,0,1
42,44.03,1849.26,Month-to-month,Cash,Fiber,No,No,4,1
1,50.9,50.9,One year,Debit,DSL,No,No,1,0
63,24.53,1545.39,Month-to-month,Credit,DSL,No,Yes,2,0
35,60.97,2133.95,Month-to-month,Debit,Fiber,No,No,2,0
51,105.26,5368.26,One year,Debit,DSL,Yes,Yes,2,1
71,57.87,4108.77,Two year,Credit,DSL,No,No,0,1
45,110.86,4988.7,One year,Debit,DSL,No,Yes,3,1
65,106.74,6938.1,Month-to-month,Cash,Fiber,No,No,2,1
14,26.2,366.8,One year,UPI,DSL,No,Yes,2,1
3,50.53,151.59,Month-to-month,Debit,Fiber,No,Yes,1,1
24,111.04,2664.96,Month-to-month,Cash,,Yes,Yes,2,0
65,22.98,1493.7,Month-to-month,UPI,,No,Yes,3,1
48,96.58,4635.84,Month-to-month,Cash,Fiber,No,No,0,1
10,110.64,1106.4,Month-to-month,Cash,,No,No,2,1
13,97.05,1261.65,Month-to-month,UPI,DSL,Yes,No,2,1
14,94.38,1321.32,Month-to-month,Credit,Fiber,Yes,Yes,1,0
10,104.34,1043.4,Month-to-month,Cash,DSL,No,No,3,1
40,86.58,3463.2,Two year,Credit,,No,No,3,1
23,62.31,1433.13,Month-to-month,Credit,Fiber,No,No,1,0
55,26.28,1445.4,One year,Debit,,No,No,3,0
63,98.8,6224.4,Month-to-month,Credit,Fiber,No,Yes,2,1
71,110.53,7847.63,Two year,Cash,DSL,Yes,Yes,2,0
42,71.16,2988.72,Month-to-month,Cash,Fiber,No,Yes,1,0
66,73.25,4834.5,Month-to-month,UPI,DSL,No,No,3,1
47,60.33,2835.51,Two year,Credit,Fiber,No,No,0,0
52,105.69,5495.88,One year,UPI,Fiber,Yes,No,1,0
18,21.48,386.64,Two year,Cash,DSL,No,Yes,3,0
18,82.45,1484.1,Month-to-month,UPI,DSL,No,Yes,1,1
24,110.74,2657.76,Month-to-month,Debit,,Yes,No,4,1
23,30.32,697.36,Month-to-month,UPI,DSL,No,Yes,1,0
12,115.92,1391.04,Two year,Debit,Fiber,Yes,No,1,0
23,116.77,2685.71,Month-to-month,Debit,,No,Yes,1,1
21,112.98,2372.58,Month-to-month,Credit,DSL,No,Yes,1,1
64,66.25,4240.0,Month-to-month,Cash,DSL,No,No,3,1
72,58.3,4197.6,Month-to-month,Debit,Fiber,No,Yes,1,0
34,90.59,3080.06,Month-to-month,Cash,Fiber,Yes,No,2,1
2,51.87,103.74,Month-to-month,UPI,Fiber,No,No,1,1
69,26.83,1851.27,One year,UPI,DSL,Yes,No,1,0
31,110.14,3414.34,Month-to-month,UPI,Fiber,No,Yes,0,1
68,83.49,5677.32,Month-to-month,UPI,Fiber,No,Yes,2,1
70,40.72,2850.4,Two year,UPI,Fiber,No,Yes,0,0
19,21.84,414.96,One year,Credit,Fiber,No,No,1,0
72,92.35,6649.2,Month-to-month,Credit,DSL,No,Yes,1,1
13,105.28,1368.64,One year,Debit,Fiber,No,No,1,1
65,60.56,3936.4,One year,Cash,,No,No,1,0
6,28.09,168.54,Month-to-month,UPI,DSL,No,No,1,0
71,84.86,6025.06,Month-to-month,Cash,Fiber,No,No,2,1
27,49.69,1341.63,Month-to-month,UPI,Fiber,No,Yes,1,0
52,34.39,1788.28,Month-to-month,Debit,DSL,No,No,1,0
48,71.04,3409.92,Month-to-month,Credit,Fiber,No,Yes,0,0
68,68.18,4636.24,Month-to-month,Debit,Fiber,Yes,Yes,3,1
44,71.68,3153.92,One year,Cash,DSL,No,Yes,3,0
17,102.39,1740.63,Month-to-month,Cash,Fiber,No,No,1,1
38,68.45,2601.1,Month-to-month,UPI,DSL,No,No,4,1
10,110.05,1100.5,One year,Credit,Fiber,No,Yes,1,0
54,104.18,5625.72,Two year,Cash,Fiber,No,No,2,0
6,85.11,510.66,Month-to-month,Debit,DSL,Yes,No,1,0
6,25.69,154.14,One year,Debit,DSL,Yes,No,1,0
52,106.49,5537.48,Two year,UPI,DSL,No,Yes,4,1
15,110.56,1658.4,One year,UPI,Fiber,No,Yes,1,1
68,57.5,3910.0,Two year,Credit,,No,Yes,2,0
57,72.62,4139.34,One year,UPI,DSL,No,No,3,0
56,48.1,2693.6,Month-to-month,Debit,DSL,No,No,3,1
7,21.47,150.29,Month-to-month,UPI,Fiber,No,Yes,1,0
51,67.95,3465.45,Two year,Debit,DSL,No,No,1,0
58,32.94,1910.52,One year,Cash,,No,Yes,3,1
64,38.33,2453.12,Month-to-month,UPI,DSL,Yes,No,4,0
26,68.07,1769.82,Month-to-month,Credit,Fiber,No,Yes,1,0
58,106.7,6188.6,Month-to-month,Credit,Fiber,No,No,3,1
31,104.46,3238.26,Two year,Credit,DSL,Yes,No,2,0
66,116.51,7689.66,Month-to-month,UPI,DSL,No,Yes,2,1
13,68.27,887.51,Month-to-month,Cash,Fiber,No,No,1,1
18,75.2,1353.6,Two year,Cash,DSL,No,No,3,0
13,102.21,1328.73,Month-to-month,Credit,Fiber,No,Yes,1,1
24,89.97,2159.28,One year,Cash,Fiber,Yes,No,1,0
57,38.28,2181.96,Month-to-month,Debit,Fiber,Yes,Yes,3,0
29,59.82,1734.78,Month-to-month,UPI,Fiber,Yes,Yes,1,0
56,112.92,6323.52,Month-to-month,Cash,DSL,No,No,4,1
54,34.61,1868.94,Month-to-month,Cash,Fiber,Yes,Yes,0,0
5,40.94,204.7,Month-to-month,Cash,Fiber,No,No,2,1
35,60.07,2102.45,Month-to-month,Credit,Fiber,No,No,2,0
19,113.99,2165.81,One year,UPI,,No,No,3,1
55,31.38,1725.9,One year,Cash,Fiber,No,No,1,0
69,87.29,6023.01,Month-to-month,UPI,DSL,No,Yes,0,0
44,33.21,1461.24,Month-to-month,Cash,DSL,Yes,No,0,0
38,72.45,2753.1,Two year,Debit,Fiber,No,Yes,1,0
62,73.66,4566.92,Month-to-month,UPI,,No,No,0,1
22,24.26,533.72,One year,UPI,DSL,No,No,0,0
40,115.41,4616.4,Month-to-month,UPI,Fiber,Yes,Yes,0,1
26,100.66,2617.16,Month-to-month,Debit,Fiber,Yes,Yes,2,0
5,50.29,251.45,Month-to-month,Credit,Fiber,No,Yes,0,1
54,33.06,1785.24,Month-to-month,Cash,Fiber,No,No,0,0
49,54.56,2673.44,Month-to-month,Credit,Fiber,No,Yes,2,0
3,109.43,328.29,Month-to-month,UPI,Fiber,No,Yes,1,0
38,33.27,1264.26,Two year,Credit,DSL,No,Yes,2,0
14,54.93,769.02,One year,UPI,DSL,No,No,2,0
47,69.43,3263.21,One year,Cash,Fiber,No,Yes,2,1
14,23.29,326.06,One year,Credit,Fiber,No,Yes,1,0
38,46.8,1778.4,Month-to-month,Cash,Fiber,No,Yes,5,1
64,79.56,5091.84,One year,Cash,Fiber,No,Yes,0,0
44,52.4,2305.6,One year,Credit,DSL,No,No,5,0
70,107.05,7493.5,One year,Debit,Fiber,Yes,Yes,3,1
65,113.68,7389.2,Month-to-month,Debit,Fiber,Yes,Yes,1,0
25,64.15,1603.75,Month-to-month,Debit,,No,No,4,1
16,73.2,1171.2,Month-to-month,Credit,DSL,No,No,0,0
15,83.08,1246.2,Month-to-month,Credit,,No,Yes,2,1
3,86.45,259.35,Month-to-month,Credit,DSL,No,No,1,1
67,26.33,1764.11,One year,Credit,DSL,Yes,No,2,0
37,25.37,938.69,Month-to-month,Debit,,No,No,1,1
55,106.56,5860.8,One year,Debit,DSL,No,Yes,2,1
38,41.99,1595.62,Month-to-month,Credit,DSL,No,No,0,0
63,78.41,4939.83,One year,Cash,Fiber,Yes,Yes,1,0
1,82.47,82.47,Month-to-month,Cash,Fiber,No,No,2,1
71,36.45,2587.95,Month-to-month,Cash,DSL,No,No,1,0
19,96.16,1827.04,Month-to-month,Credit,DSL,Yes,No,4,1
52,106.59,5542.68,Month-to-month,Debit,Fiber,Yes,No,3,0
30,48.54,1456.2,Month-to-month,Credit,DSL,No,Yes,0,1
55,107.78,5927.9,Two year,UPI,Fiber,No,No,2,0
14,28.1,393.4,Month-to-month,Debit,DSL,Yes,No,1,0
13,100.05,1300.65,Month-to-month,Debit,DSL,No,Yes,0,0
27,84.01,2268.27,Month-to-month,Cash,DSL,Yes,No,0,1
9,78.31,704.79,Month-to-month,Cash,Fiber,Yes,Yes,1,0
41,43.01,1763.41,One year,Cash,DSL,Yes,No,1,0
48,56.18,2696.64,Two year,Credit,DSL,No,No,0,0
12,111.03,1332.36,One year,UPI,Fiber,No,No,3,1
10,66.57,665.7,Two year,Cash,Fiber,Yes,No,2,0
6,79.44,476.64,Month-to-month,Credit,Fiber,Yes,No,2,0
34,113.59,3862.06,Month-to-month,UPI,Fiber,No,No,3,1
52,66.65,3465.8,Two year,Credit,Fiber,Yes,No,1,0
41,58.83,2412.03,One year,Debit,Fiber,Yes,Yes,3,0
6,109.32,655.92,One year,Debit,DSL,No,No,3,1
2,111.09,222.18,Month-to-month,UPI,,Yes,No,5,1
15,55.46,831.9,Month-to-month,Cash,Fiber,No,No,1,0
17,79.2,1346.4,Month-to-month,UPI,Fiber,Yes,Yes,1,1
16,116.37,1861.92,Two year,Credit,Fiber,No,Yes,1,0
28,25.55,715.4,Two year,Debit,DSL,Yes,Yes,0,0
72,23.98,1726.56,Two year,Cash,Fiber,Yes,No,3,0
10,71.66,716.6,Month-to-month,Credit,DSL,No,No,4,1
10,49.12,491.2,Month-to-month,Credit,,No,Yes,3,1
10,78.18,781.8,Month-to-month,Debit,Fiber,Yes,Yes,0,0
28,92.43,2588.04,One year,Cash,Fiber,No,No,1,1
24,26.91,645.84,Month-to-month,UPI,Fiber,No,Yes,0,0
19,108.24,2056.56,Month-to-month,Debit,DSL,No,Yes,3,1
68,47.69,3242.92,Month-to-month,Debit,Fiber,No,Yes,0,0
56,58.13,3255.28,One year,Cash,Fiber,No,No,2,1
67,53.7,3597.9,One year,UPI,Fiber,Yes,No,2,0
42,103.98,4367.16,Two year,Debit,Fiber,No,No,1,0
12,37.07,444.84,Month-to-month,UPI,,Yes,Yes,1,0
18,22.87,411.66,Month-to-month,Debit,DSL,No,Yes,2,0
23,117.18,2695.14,Month-to-month,UPI,Fiber,No,No,4,0
6,118.06,708.36,Month-to-month,UPI,Fiber,Yes,Yes,0,0
53,45.77,2425.81,One year,Credit,DSL,Yes,No,2,0
42,20.94,879.48,One year,Debit,DSL,No,No,4,1
66,84.59,5582.94,Two year,Credit,DSL,Yes,No,4,0
30,84.85,2545.5,Month-to-month,Debit,,No,No,3,1
9,114.04,1026.36,Month-to-month,Credit,Fiber,No,No,0,1
42,49.85,2093.7,Month-to-month,Credit,Fiber,Yes,Yes,3,0
34,38.95,1324.3,One year,Credit,,No,No,1,0
40,81.64,3265.6,One year,Credit,Fiber,No,No,1,0
17,76.37,1298.29,Month-to-month,Credit,Fiber,Yes,No,0,0
29,91.77,2661.33,One year,Debit,DSL,Yes,No,0,1
50,108.51,5425.5,Month-to-month,Cash,Fiber,No,Yes,2,1
49,75.97,3722.53,One year,Credit,Fiber,No,Yes,2,0
61,35.01,2135.61,Month-to-month,Cash,DSL,No,No,1,0
46,79.81,3671.26,Month-to-month,Credit,Fiber,No,Yes,1,1
46,57.41,2640.86,One year,Debit,DSL,No,No,1,0
17,65.27,1109.59,Month-to-month,UPI,DSL,No,No,1,0
66,115.95,7652.7,One year,Cash,,No,No,2,0
5,75.49,377.45,One year,Cash,Fiber,No,Yes,2,0
54,34.96,1887.84,Month-to-month,Debit,DSL,No,Yes,0,0
16,64.32,1029.12,Month-to-month,UPI,Fiber,No,No,2,0
7,42.84,299.88,Two year,Cash,Fiber,No,No,2,0
8,33.55,268.4,Month-to-month,Debit,Fiber,No,No,2,0
72,91.22,6567.84,Month-to-month,Credit,DSL,Yes,No,2,0
38,82.86,3148.68,One year,Cash,Fiber,Yes,No,1,1
54,69.78,3768.12,Month-to-month,UPI,Fiber,Yes,Yes,1,0
15,62.32,934.8,Month-to-month,Cash,DSL,Yes,No,0,0
50,52.22,2611.0,One year,Credit,DSL,No,No,1,0
56,28.8,1612.8,Two year,UPI,DSL,Yes,Yes,3,0
9,49.93,449.37,Month-to-month,Credit,DSL,No,Yes,1,0
8,103.84,830.72,One year,UPI,,No,No,0,0
19,98.37,1869.03,One year,Credit,,No,Yes,0,0
51,117.23,5978.73,Month-to-month,UPI,DSL,No,Yes,1,0
72,85.61,6163.92,Month-to-month,UPI,Fiber,Yes,No,1,1
57,75.36,4295.52,Month-to-month,Credit,Fiber,No,Yes,4,0
68,49.6,3372.8,One year,Cash,DSL,Yes,Yes,2,0
31,27.69,858.39,Month-to-month,Debit,Fiber,Yes,Yes,2,1
3,81.8,245.4,One year,Cash,DSL,No,No,1,1
43,68.82,2959.26,Two year,Debit,DSL,Yes,No,2,0
29,95.91,2781.39,Month-to-month,Credit,DSL,Yes,No,2,0
10,61.19,611.9,One year,Cash,Fiber,Yes,No,1,0
12,118.56,1422.72,Month-to-month,Credit,DSL,No,No,1,1
46,59.76,2748.96,Two year,Debit,Fiber,No,Yes,1,1
30,53.31,1599.3,Month-to-month,UPI,Fiber,Yes,Yes,1,0
32,107.1,3427.2,Month-to-month,Credit,Fiber,No,No,4,1
47,59.55,2798.85,Month-to-month,Cash,Fiber,Yes,Yes,1,0
63,107.09,6746.67,One year,Credit,Fiber,Yes,Yes,1,0
26,22.74,591.24,Two year,Credit,DSL,No,Yes,2,0
3,89.26,267.78,Month-to-month,Credit,Fiber,Yes,No,0,1
23,27.19,625.37,Month-to-month,Debit,DSL,No,Yes,1,1
50,34.82,1741.0,Month-to-month,Cash,Fiber,No,No,3,1
36,90.01,3240.36,Month-to-month,Cash,DSL,Yes,Yes,0,0
13,48.97,636.61,One year,Debit,DSL,No,No,1,0
29,41.04,1190.16,Two year,Cash,DSL,Yes,No,3,0
38,100.15,3805.7,One year,Cash,,No,No,2,0
5,114.62,573.1,Month-to-month,Credit,DSL,Yes,Yes,1,1
20,43.24,864.8,Month-to-month,Debit,Fiber,No,No,3,1
14,51.72,724.08,Month-to-month,Debit,Fiber,No,No,3,0
8,91.41,731.28,Month-to-month,Debit,Fiber,No,Yes,0,0
48,101.53,4873.44,Two year,UPI,Fiber,No,Yes,0,0
13,119.92,1558.96,Month-to-month,Cash,DSL,Yes,Yes,2,0
24,47.34,1136.16,Month-to-month,Credit,DSL,Yes,Yes,1,0
65,75.66,4917.9,Month-to-month,Credit,DSL,No,No,2,0
34,33.4,1135.6,One year,Credit,Fiber,Yes,No,3,0
51,53.08,2707.08,One year,Credit,DSL,No,Yes,0,0
3,24.5,73.5,Two year,Cash,Fiber,No,Yes,1,0
58,41.08,2382.64,Month-to-month,Debit,Fiber,Yes,No,2,0
72,70.65,5086.8,Month-to-month,Debit,Fiber,No,Yes,0,0
55,36.38,2000.9,Month-to-month,UPI,,No,No,1,0
42,108.94,4575.48,Month-to-month,Credit,Fiber,No,Yes,2,1
21,91.03,1911.63,Month-to-month,UPI,,Yes,No,0,0
10,22.77,227.7,Month-to-month,Cash,DSL,No,Yes,2,0
57,107.67,6137.19,Month-to-month,UPI,Fiber,Yes,No,1,0
25,117.73,2943.25,Month-to-month,Cash,Fiber,No,No,0,1
56,70.19,3930.64,Month-to-month,UPI,DSL,No,Yes,2,0
38,51.46,1955.48,Month-to-month,Cash,DSL,No,No,0,1
61,46.35,2827.35,One year,Cash,Fiber,Yes,Yes,0,1
47,28.74,1350.78,Month-to-month,UPI,,No,No,5,1
54,69.16,3734.64,Two year,Debit,Fiber,No,No,1,0
46,25.01,1150.46,Month-to-month,UPI,Fiber,Yes,Yes,1,0
68,70.38,4785.84,Month-to-month,Debit,DSL,Yes,No,0,1
4,45.25,181.0,One year,Debit,DSL,No,Yes,3,1
66,67.64,4464.24,Month-to-month,UPI,Fiber,No,No,0,0
43,61.84,2659.12,Two year,Credit,DSL,No,Yes,2,0
62,50.51,3131.62,Month-to-month,Debit,,No,Yes,0,0
4,64.86,259.44,Month-to-month,Credit,DSL,Yes,No,5,1
65,67.4,4381.0,Month-to-month,Cash,DSL,Yes,No,0,0
62,103.37,6408.94,Month-to-month,Cash,Fiber,No,Yes,1,1
2,86.58,173.16,One year,Cash,Fiber,No,No,0,1
9,63.32,569.88,Month-to-month,Debit,Fiber,No,No,2,0
57,110.52,6299.64,Month-to-month,Debit,Fiber,No,Yes,2,1
45,95.57,4300.65,Month-to-month,Cash,,No,Yes,0,1
18,27.57,496.26,One year,UPI,DSL,No,Yes,1,1
48,35.37,1697.76,Month-to-month,UPI,DSL,No,Yes,3,1
42,28.17,1183.14,Month-to-month,Cash,DSL,No,No,1,0
41,51.89,2127.49,Month-to-month,Credit,DSL,No,No,1,0
58,63.56,3686.48,Month-to-month,Cash,Fiber,No,Yes,0,0
42,70.42,2957.64,Month-to-month,Debit,DSL,No,No,0,0
35,105.14,3679.9,Two year,Credit,DSL,No,Yes,2,0
38,21.8,828.4,Two year,UPI,DSL,Yes,No,1,0
67,62.83,4209.61,Two year,UPI,Fiber,No,Yes,5,1
41,61.1,2505.1,Month-to-month,Credit,Fiber,No,Yes,3,1
50,114.75,5737.5,Month-to-month,Credit,Fiber,Yes,No,1,0
72,44.1,3175.2,Month-to-month,Debit,Fiber,No,No,0,0
45,32.24,1450.8,Month-to-month,Cash,DSL,Yes,Yes,0,0
71,34.23,2430.33,Two year,Credit,Fiber,Yes,No,0,0
19,72.01,1368.19,Month-to-month,Credit,DSL,Yes,No,0,0
17,59.09,1004.53,Month-to-month,UPI,Fiber,No,Yes,3,1
65,95.41,6201.65,One year,UPI,Fiber,Yes,Yes,1,0
56,52.32,2929.92,Month-to-month,Cash,Fiber,No,No,2,0
41,32.8,1344.8,Month-to-month,Credit,DSL,No,No,1,0
42,58.69,2464.98,Month-to-month,UPI,DSL,No,No,4,1
6,108.3,649.8,Month-to-month,Cash,Fiber,No,Yes,4,1
69,60.55,4177.95,Month-to-month,UPI,Fiber,No,Yes,2,0
40,103.36,4134.4,Month-to-month,UPI,DSL,No,No,0,1
41,57.15,2343.15,Month-to-month,UPI,Fiber,Yes,No,2,0
9,48.14,433.26,Month-to-month,Debit,DSL,Yes,Yes,0,0
8,97.49,779.92,Month-to-month,Debit,Fiber,No,Yes,2,0
44,40.92,1800.48,One year,Credit,Fiber,No,No,1,0
58,43.18,2504.44,Month-to-month,Cash,Fiber,No,No,5,1
67,24.98,1673.66,Month-to-month,Cash,Fiber,Yes,Yes,2,1
13,38.78,504.14,Month-to-month,Debit,Fiber,No,No,2,0
19,57.88,1099.72,Month-to-month,Cash,Fiber,No,No,1,0
49,59.96,2938.04,Month-to-month,Credit,DSL,Yes,No,3,0
30,62.06,1861.8,Month-to-month,Cash,DSL,No,No,2,0
66,67.97,4486.02,Two year,Cash,Fiber,No,Yes,0,0
59,77.19,4554.21,Month-to-month,Debit,DSL,Yes,Yes,1,0
53,38.94,2063.82,One year,Debit,,No,No,1,1
